Week,Year,North,South
19,2001,13.96114286,9.697571429
19,2002,13.29728571,8.852571429
19,2003,13.30428571,9.649142857
19,2004,13.00585714,9.326285714
19,2005,13.354,8.935428571
19,2006,12.72057143,8.637
19,2007,13.04071429,8.757857143
19,2008,13.46514286,10.25714286
19,2009,13.75071429,9.882714286
19,2010,13.59085714,9.197571429
19,2011,13.27014286,8.403142857
19,2012,13.38214286,9.834
19,2013,13.30585714,10.05585714
19,2014,13.03242857,10.69785714
19,2015,12.973,10.78414286
19,2016,12.64385714,9.065714286
19,2017,12.88971429,8.349571429
19,2018,12.52528571,8.490428571
19,2019,12.501,7.928142857
19,2020,12.90328571,8.754285714
19,2021,13.03585714,9.273571429
19,2022,13.28228571,8.146857143
19,2023,13.10814286,7.845285714
19,2024,13.15385714,8.539428571
19,2025,,
20,1978,,
20,1979,13.79633333,10.918
20,1980,13.87033333,8.645666667
20,1981,14.00833333,8.936
20,1982,14.14733333,10.47033333
20,1983,13.64333333,9.108666667
20,1984,13.58075,9.79125
20,1985,14.11125,10.0945
20,1986,13.3795,9.38925
20,1987,13.83975,9.42975
20,1988,13.833,8.888142857
20,1989,13.00385714,10.48114286
20,1990,13.251,9.619857143
20,1991,13.52714286,10.31042857
20,1992,13.21371429,9.619428571
20,1993,13.62442857,9.632
20,1994,13.86514286,9.898285714
20,1995,13.031,10.59
20,1996,13.05585714,10.69714286
20,1997,13.26342857,9.969285714
20,1998,13.83471429,10.064
20,1999,13.98671429,9.848714286
20,2000,13.42,10.19957143
20,2001,13.56142857,10.32471429
20,2002,13.06614286,9.296571429
20,2003,13.03514286,10.39157143
20,2004,12.63071429,10.02114286
20,2005,13.15228571,9.745857143
20,2006,12.51857143,9.425142857
20,2007,12.778,9.639142857
20,2008,13.10628571,10.84542857
20,2009,13.37285714,10.69942857
20,2010,13.13142857,10.03471429
20,2011,12.93885714,9.447571429
20,2012,13.03742857,10.45171429
20,2013,13.06557143,10.86471429
20,2014,12.72828571,11.23385714
20,2015,12.65571429,11.45957143
20,2016,12.18114286,9.629714286
20,2017,12.58128571,9.278
20,2018,12.196,9.374714286
20,2019,12.22042857,8.722
20,2020,12.55528571,9.441571429
20,2021,12.83614286,10.075
20,2022,13.09014286,8.996714286
20,2023,12.86185714,8.446428571
20,2024,12.89628571,9.167142857
20,2025,,
21,1978,,
21,1979,13.463,11.55825
21,1980,13.487,9.45175
21,1981,13.65675,9.832
21,1982,13.77125,11.01775
21,1983,13.39175,9.77
21,1984,13.35233333,10.493
21,1985,13.823,10.96066667
21,1986,13.16166667,9.832333333
21,1987,13.574,10.09366667
21,1988,13.44157143,9.903571429
21,1989,12.87414286,11.35728571
21,1990,13.01628571,10.46328571
21,1991,13.22628571,10.91328571
21,1992,13.06414286,10.42785714
21,1993,13.16242857,10.45385714
21,1994,13.58857143,10.73828571
21,1995,12.45485714,11.34685714
21,1996,12.95342857,11.59728571
21,1997,12.84871429,10.73457143
21,1998,13.36385714,10.85614286
21,1999,13.56985714,10.50585714
21,2000,13.06057143,11.10371429
21,2001,13.04185714,11.03642857
21,2002,12.70114286,10.09928571
21,2003,12.86014286,11.34485714
21,2004,12.38785714,10.66685714
21,2005,12.90185714,10.48014286
21,2006,12.26857143,10.523
21,2007,12.52728571,10.47771429
21,2008,12.68028571,11.47742857
21,2009,12.98257143,11.30371429
21,2010,12.64385714,10.93871429
21,2011,12.56314286,10.422
21,2012,12.64757143,11.07457143
21,2013,12.78014286,11.62785714
21,2014,12.54442857,12.09285714
21,2015,12.298,12.10485714
21,2016,11.76585714,10.341
21,2017,12.33171429,9.878857143
21,2018,11.87,10.21771429
21,2019,11.94157143,9.613142857
21,2020,12.09757143,10.28928571
21,2021,12.659,10.68257143
21,2022,12.84214286,9.754714286
21,2023,12.46928571,9.141285714
21,2024,12.50228571,9.856714286
21,2025,,
22,1978,,
22,1979,13.20933333,12.38
22,1980,13.04833333,10.22766667
22,1981,13.32866667,10.723
22,1982,13.502,11.669
22,1983,13.20366667,10.31933333
22,1984,13.01225,11.17925
22,1985,13.40175,11.596
22,1986,12.8345,10.05025
22,1987,13.354,10.75325
22,1988,13.058,10.66657143
22,1989,12.74985714,12.09971429
22,1990,12.60742857,11.28314286
22,1991,12.99742857,11.45242857
22,1992,12.93028571,10.90314286
22,1993,12.81671429,11.14342857
22,1994,13.19628571,11.30057143
22,1995,12.17357143,11.99342857
22,1996,12.70042857,12.42628571
22,1997,12.62642857,11.33071429
22,1998,13.01528571,11.35314286
22,1999,13.30585714,11.42614286
22,2000,12.78314286,11.96228571
22,2001,12.65771429,11.68585714
22,2002,12.41114286,10.58914286
22,2003,12.613,12.23371429
22,2004,12.23385714,11.62471429
22,2005,12.51414286,11.36085714
22,2006,11.909,11.61871429
22,2007,12.19257143,11.40871429
22,2008,12.36271429,12.18142857
22,2009,12.55828571,12.04685714
22,2010,12.21042857,12.08671429
22,2011,12.23328571,11.31157143
22,2012,12.33414286,11.82328571
22,2013,12.46885714,12.24157143
22,2014,12.25342857,12.67042857
22,2015,11.86414286,12.74371429
22,2016,11.42157143,10.91557143
22,2017,11.93257143,10.61785714
22,2018,11.617,10.981
22,2019,11.61985714,10.25928571
22,2020,11.72271429,11.175
22,2021,12.30328571,11.39571429
22,2022,12.534,10.28428571
22,2023,12.00857143,9.757571429
22,2024,12.12242857,10.462
22,2025,,
23,1978,,
23,1979,12.8635,13.319
23,1980,12.674,10.962
23,1981,13.05925,11.639
23,1982,13.05625,12.2755
23,1983,12.9145,10.95625
23,1984,12.53633333,12.00033333
23,1985,12.81633333,12.34933333
23,1986,12.413,11.59266667
23,1987,12.96766667,11.52133333
23,1988,12.65042857,11.58542857
23,1989,12.56285714,12.64728571
23,1990,12.097,12.03685714
23,1991,12.65571429,12.07357143
23,1992,12.59671429,11.60214286
23,1993,12.45271429,11.85214286
23,1994,12.80571429,12.05885714
23,1995,11.86328571,12.67242857
23,1996,12.39714286,12.96028571
23,1997,12.24657143,12.03342857
23,1998,12.55057143,12.07385714
23,1999,12.88471429,12.34514286
23,2000,12.42042857,12.51671429
23,2001,12.23714286,12.37557143
23,2002,12.03642857,11.27185714
23,2003,12.29042857,12.95757143
23,2004,11.98914286,12.37657143
23,2005,12.03242857,11.94042857
23,2006,11.49657143,12.40528571
23,2007,11.80685714,12.236
23,2008,11.96942857,12.89671429
23,2009,11.991,12.64871429
23,2010,11.73114286,12.95
23,2011,11.88114286,12.10157143
23,2012,11.673,12.51271429
23,2013,12.03428571,13.14114286
23,2014,11.85842857,13.435
23,2015,11.49071429,13.159
23,2016,11.11242857,11.418
23,2017,11.43028571,11.60714286
23,2018,11.204,11.79328571
23,2019,11.11585714,11.06514286
23,2020,11.37528571,11.984
23,2021,11.79142857,12.03957143
23,2022,12.11457143,10.77257143
23,2023,11.62271429,10.39685714
23,2024,11.63671429,10.86971429
23,2025,,
24,1978,,
24,1979,12.65133333,13.787
24,1980,12.444,11.96733333
24,1981,12.74533333,12.24
24,1982,12.76433333,12.994
24,1983,12.60666667,11.85133333
24,1984,12.2735,12.90425
24,1985,12.41725,13.27025
24,1986,12.1195,12.21325
24,1987,12.65675,12.1115
24,1988,12.308,12.32757143
24,1989,12.35871429,13.39571429
24,1990,11.78528571,12.75828571
24,1991,12.267,12.83642857
24,1992,12.33985714,12.21828571
24,1993,12.202,12.66628571
24,1994,12.40471429,12.824
24,1995,11.554,13.03571429
24,1996,12.20871429,13.544
24,1997,12.087,12.70242857
24,1998,12.125,12.74885714
24,1999,12.429,13.11314286
24,2000,12.03314286,13.20242857
24,2001,11.69714286,13.23571429
24,2002,11.77057143,11.89157143
24,2003,11.93171429,13.63628571
24,2004,11.76214286,13.05528571
24,2005,11.56742857,12.516
24,2006,11.105,13.30914286
24,2007,11.53914286,13.02028571
24,2008,11.50057143,13.67585714
24,2009,11.66128571,13.45428571
24,2010,11.16714286,13.72371429
24,2011,11.38414286,12.68942857
24,2012,10.75528571,13.29142857
24,2013,11.63685714,13.80214286
24,2014,11.488,14.10928571
24,2015,11.21142857,13.86885714
24,2016,10.91485714,12.383
24,2017,10.90214286,12.339
24,2018,10.92814286,12.70071429
24,2019,10.87171429,11.845
24,2020,10.96514286,12.75942857
24,2021,11.28014286,12.82371429
24,2022,11.49228571,11.54128571
24,2023,11.15228571,10.861
24,2024,11.06614286,11.46214286
24,2025,,
25,1978,,
25,1979,12.387,14.746
25,1980,12.11225,12.978
25,1981,12.383,13.29325
25,1982,12.53075,13.5945
25,1983,12.28625,12.6165
25,1984,12.021,13.64466667
25,1985,11.933,13.902
25,1986,11.91566667,12.87266667
25,1987,12.45066667,12.81866667
25,1988,12.00871429,13.02271429
25,1989,12.06257143,14.24557143
25,1990,11.41857143,13.74057143
25,1991,11.958,13.33628571
25,1992,12.10728571,12.965
25,1993,11.87328571,13.11842857
25,1994,12.05,13.43614286
25,1995,11.16328571,13.71785714
25,1996,12.018,14.259
25,1997,11.65628571,13.30642857
25,1998,11.66642857,13.39085714
25,1999,11.84485714,13.63342857
25,2000,11.77271429,13.89142857
25,2001,11.10685714,13.97714286
25,2002,11.44942857,12.74971429
25,2003,11.46771429,14.21671429
25,2004,11.49185714,13.91328571
25,2005,11.26757143,13.27271429
25,2006,10.57142857,13.88871429
25,2007,10.97542857,13.90185714
25,2008,11.07685714,14.36328571
25,2009,11.33871429,14.11
25,2010,10.64257143,14.444
25,2011,10.79671429,13.37142857
25,2012,10.25114286,14.073
25,2013,11.25614286,14.58185714
25,2014,10.95542857,14.97
25,2015,10.81542857,14.68185714
25,2016,10.57371429,13.31928571
25,2017,10.35871429,12.96971429
25,2018,10.62985714,13.36814286
25,2019,10.53828571,12.586
25,2020,10.54557143,13.49457143
25,2021,10.75771429,13.69528571
25,2022,10.93414286,12.21671429
25,2023,10.63071429,11.45842857
25,2024,10.71285714,12.13728571
25,2025,,
26,1978,,
26,1979,11.97266667,15.51
26,1980,11.70866667,13.87633333
26,1981,12.02666667,14.02633333
26,1982,12.04733333,13.99466667
26,1983,12.07866667,13.25733333
26,1984,11.67025,14.58375
26,1985,11.5765,14.444
26,1986,11.7045,13.51575
26,1987,12.132,13.618
26,1988,11.67657143,13.80014286
26,1989,11.67542857,14.808
26,1990,11.07028571,14.22471429
26,1991,11.57385714,14.04014286
26,1992,11.846,13.60485714
26,1993,11.53857143,13.78285714
26,1994,11.69471429,14.34485714
26,1995,10.77614286,14.399
26,1996,11.72614286,14.73528571
26,1997,11.21928571,14.03571429
26,1998,11.089,14.24871429
26,1999,10.99714286,14.27785714
26,2000,11.441,14.39971429
26,2001,10.50357143,14.496
26,2002,11.10014286,13.58228571
26,2003,10.98171429,14.78285714
26,2004,11.105,14.58714286
26,2005,10.84428571,13.89657143
26,2006,9.937285714,14.62657143
26,2007,10.33128571,14.41
26,2008,10.56571429,15.00442857
26,2009,10.82671429,14.74928571
26,2010,9.911857143,15.23814286
26,2011,10.22728571,13.89271429
26,2012,9.618142857,14.74457143
26,2013,10.57971429,15.133
26,2014,10.24114286,15.79157143
26,2015,10.44828571,15.371
26,2016,9.985,14.036
26,2017,9.693428571,13.58928571
26,2018,10.15842857,14.11971429
26,2019,9.889571429,13.51914286
26,2020,10.03642857,14.10742857
26,2021,10.20742857,14.31314286
26,2022,10.30157143,12.74514286
26,2023,9.858857143,11.979
26,2024,10.17814286,12.57471429
26,2025,,
27,1978,,
27,1979,11.279,15.82675
27,1980,11.20175,14.34125
27,1981,11.58525,14.93225
27,1982,11.62375,14.60775
27,1983,11.787,14.01975
27,1984,10.99933333,15.65866667
27,1985,10.95066667,15.09133333
27,1986,11.222,14.123
27,1987,11.54233333,14.58
27,1988,11.17357143,14.38514286
27,1989,11.059,15.11785714
27,1990,10.42371429,14.683
27,1991,10.793,14.46342857
27,1992,11.46085714,14.42057143
27,1993,11.04214286,14.53657143
27,1994,11.26971429,14.80585714
27,1995,10.05042857,15.01357143
27,1996,11.20828571,15.065
27,1997,10.62028571,14.71357143
27,1998,10.46385714,14.787
27,1999,10.48914286,15.13828571
27,2000,11.02,14.804
27,2001,9.867428571,15.06114286
27,2002,10.53085714,14.24828571
27,2003,10.41357143,15.411
27,2004,10.69314286,15.13442857
27,2005,10.21657143,14.63857143
27,2006,9.269714286,15.26671429
27,2007,9.158571429,14.95228571
27,2008,9.931571429,15.276
27,2009,10.1,15.11328571
27,2010,9.181285714,15.90471429
27,2011,9.568142857,14.35557143
27,2012,8.794428571,15.35557143
27,2013,9.471571429,15.71585714
27,2014,9.270142857,16.43557143
27,2015,9.912285714,15.98528571
27,2016,9.461,14.62057143
27,2017,8.954571429,14.36242857
27,2018,9.504571429,14.82271429
27,2019,9.056,14.10828571
27,2020,9.298428571,14.64428571
27,2021,9.415,15.05571429
27,2022,9.781,13.572
27,2023,9.228,12.39714286
27,2024,9.478142857,13.25985714
27,2025,,
28,1978,,
28,1979,10.65266667,16.257
28,1980,10.709,15.07566667
28,1981,11.03233333,15.42566667
28,1982,11.184,15.16833333
28,1983,11.29733333,14.85166667
28,1984,10.369,16.14225
28,1985,10.38625,15.50875
28,1986,10.80175,14.4695
28,1987,11.0495,15.1025
28,1988,10.59414286,14.87128571
28,1989,10.545,15.355
28,1990,9.810857143,15.13957143
28,1991,10.04714286,14.93142857
28,1992,10.98885714,15.14828571
28,1993,10.26328571,15.11214286
28,1994,10.79885714,15.43242857
28,1995,9.307285714,15.50957143
28,1996,10.69571429,15.54628571
28,1997,10.023,15.31228571
28,1998,9.966857143,15.32271429
28,1999,9.982571429,15.61771429
28,2000,10.46342857,15.46971429
28,2001,9.404142857,15.56871429
28,2002,9.904571429,14.91928571
28,2003,9.879,15.90228571
28,2004,10.18085714,15.63014286
28,2005,9.537714286,15.167
28,2006,8.704,15.79585714
28,2007,8.432714286,15.40728571
28,2008,9.376285714,15.64285714
28,2009,9.290857143,15.74871429
28,2010,8.764142857,16.393
28,2011,8.774,14.72771429
28,2012,8.066428571,16.03228571
28,2013,8.677857143,16.40828571
28,2014,8.635857143,16.58314286
28,2015,9.298142857,16.53614286
28,2016,8.815,15.32242857
28,2017,8.325857143,14.85957143
28,2018,8.828428571,15.41671429
28,2019,8.171857143,14.77057143
28,2020,8.213714286,15.24757143
28,2021,8.400428571,15.69571429
28,2022,9.156714286,14.20414286
28,2023,8.611571429,13.08285714
28,2024,8.573285714,13.90957143
28,2025,,
29,1978,,
29,1979,10.12575,16.72675
29,1980,10.07575,15.63325
29,1981,10.45375,15.9465
29,1982,10.545,15.812
29,1983,10.969,15.31775
29,1984,9.756333333,16.43366667
29,1985,9.660666667,15.783
29,1986,10.22733333,15.445
29,1987,10.48966667,15.619
29,1988,10.00714286,15.61271429
29,1989,9.856,15.83657143
29,1990,9.027142857,15.70342857
29,1991,9.353714286,15.56328571
29,1992,10.47342857,15.914
29,1993,9.499,15.81514286
29,1994,10.25285714,16.01214286
29,1995,8.675285714,15.82557143
29,1996,10.09957143,16.31014286
29,1997,9.358428571,15.93085714
29,1998,9.501,15.83971429
29,1999,9.657857143,16.18928571
29,2000,9.904571429,15.859
29,2001,8.930142857,15.853
29,2002,9.199714286,15.57428571
29,2003,9.221142857,16.372
29,2004,9.606571429,16.315
29,2005,9.036428571,15.92314286
29,2006,8.263,16.31628571
29,2007,7.705142857,16.06314286
29,2008,8.715,16.21885714
29,2009,8.623714286,16.42857143
29,2010,8.332571429,16.92542857
29,2011,7.854142857,15.35557143
29,2012,7.457,16.48042857
29,2013,7.957,16.90757143
29,2014,8.021,16.88242857
29,2015,8.514,16.74542857
29,2016,8.121142857,15.99957143
29,2017,7.550714286,15.53257143
29,2018,8.138142857,15.85371429
29,2019,7.429285714,15.48785714
29,2020,7.243857143,15.60642857
29,2021,7.678571429,16.23771429
29,2022,8.644285714,14.77942857
29,2023,7.852571429,13.89414286
29,2024,7.665285714,14.15728571
29,2025,,
30,1978,,
30,1979,9.612666667,17.03866667
30,1980,9.577,16.138
30,1981,9.717333333,16.534
30,1982,9.994333333,16.14866667
30,1983,10.26033333,15.70633333
30,1984,9.25325,16.96775
30,1985,8.9585,16.14525
30,1986,9.478,16.12325
30,1987,9.82225,16.165
30,1988,9.501857143,16.11557143
30,1989,9.248571429,16.34757143
30,1990,8.329428571,16.29385714
30,1991,8.833571429,16.41828571
30,1992,9.877285714,16.48771429
30,1993,8.995571429,16.21271429
30,1994,9.527714286,16.786
30,1995,8.093,16.47814286
30,1996,9.479285714,16.82028571
30,1997,8.802285714,16.56028571
30,1998,8.970857143,16.43242857
30,1999,9.259285714,16.67485714
30,2000,9.237,16.233
30,2001,8.478428571,16.49742857
30,2002,8.448714286,16.16728571
30,2003,8.542857143,16.994
30,2004,9.011142857,16.72885714
30,2005,8.294857143,16.60457143
30,2006,7.735857143,16.97714286
30,2007,7.022571429,16.85671429
30,2008,7.991,16.50271429
30,2009,7.819142857,16.56528571
30,2010,7.698428571,17.20685714
30,2011,7.187714286,16.22085714
30,2012,6.907714286,16.93714286
30,2013,7.325571429,17.38514286
30,2014,7.595714286,17.62014286
30,2015,7.647428571,16.92185714
30,2016,7.591285714,16.24985714
30,2017,7.088857143,16.25371429
30,2018,7.255428571,16.29742857
30,2019,6.743714286,15.99757143
30,2020,6.419571429,16.11614286
30,2021,7.193285714,16.98185714
30,2022,7.967571429,15.42071429
30,2023,7.237571429,14.38214286
30,2024,6.969142857,14.50571429
30,2025,,
31,1978,,
31,1979,9.106,17.03375
31,1980,8.96475,16.55675
31,1981,8.994,16.897
31,1982,9.32275,16.77725
31,1983,9.6225,16.14875
31,1984,8.716,17.44233333
31,1985,8.284,16.21833333
31,1986,8.949666667,16.33466667
31,1987,9.204333333,16.895
