Country,Year,Age,PopMale,PopFemale,PopTotal,RelMasc
Portugal,2057,80,56489,74617,131106,75.7053
Portugal,2057,81,54785,72934,127719,75.1159
Portugal,2057,82,51232,70606,121838,72.5604
Portugal,2057,83,47473,66511,113984,71.3762
Portugal,2057,84,44914,64471,109385,69.6654
Portugal,2057,85,41762,61085,102847,68.367
Portugal,2057,86,37595,55963,93558,67.1783
Portugal,2057,87,33485,51256,84741,65.3289
Portugal,2057,88,29916,47249,77165,63.3156
Portugal,2057,89,26119,43534,69653,59.9968
Portugal,2057,90,22853,39552,62405,57.7796
Portugal,2057,91,19498,35072,54570,55.5942
Portugal,2057,92,16258,30725,46983,52.9146
Portugal,2057,93,12936,25571,38507,50.5886
Portugal,2057,94,10250,21253,31503,48.2285
Portugal,2057,95,7830,17116,24946,45.7467
Portugal,2057,96,5810,13210,19020,43.9818
Portugal,2057,97,3924,9568,13492,41.0117
Portugal,2057,98,2688,6977,9665,38.5266
Portugal,2057,99,1757,4812,6569,36.5129
Portugal,2057,100,2523,7927,10450,31.8279
Portugal,2058,0,33008,31051,64059,106.3025
Portugal,2058,1,33291,31327,64618,106.2694
Portugal,2058,2,33525,31553,65078,106.2498
Portugal,2058,3,33781,31795,65576,106.2463
Portugal,2058,4,34126,32122,66248,106.2387
Portugal,2058,5,34449,32428,66877,106.2323
Portugal,2058,6,34811,32773,67584,106.2185
Portugal,2058,7,35168,33116,68284,106.1964
Portugal,2058,8,35708,33618,69326,106.2169
Portugal,2058,9,36098,33989,70087,106.2049
Portugal,2058,10,36410,34284,70694,106.2011
Portugal,2058,11,36853,34705,71558,106.1893
Portugal,2058,12,37128,34971,72099,106.168
Portugal,2058,13,37540,35366,72906,106.1471
Portugal,2058,14,38041,35840,73881,106.1412
Portugal,2058,15,38640,36419,75059,106.0985
Portugal,2058,16,39065,36834,75899,106.0569
Portugal,2058,17,39470,37241,76711,105.9853
Portugal,2058,18,39970,37736,77706,105.9201
Portugal,2058,19,40383,38156,78539,105.8366
Portugal,2058,20,40630,38423,79053,105.744
Portugal,2058,21,41141,38937,80078,105.6604
Portugal,2058,22,41604,39402,81006,105.5885
Portugal,2058,23,41919,39736,81655,105.4938
Portugal,2058,24,42167,40002,82169,105.4122
Portugal,2058,25,42184,40054,82238,105.3178
Portugal,2058,26,42505,40390,82895,105.2364
Portugal,2058,27,42617,40541,83158,105.1207
Portugal,2058,28,42731,40679,83410,105.0444
Portugal,2058,29,42923,40902,83825,104.9411
Portugal,2058,30,43035,41050,84085,104.8356
Portugal,2058,31,43224,41266,84490,104.7448
Portugal,2058,32,43353,41434,84787,104.6315
Portugal,2058,33,43726,41833,85559,104.5251
Portugal,2058,34,44064,42207,86271,104.3997
Portugal,2058,35,44412,42599,87011,104.256
Portugal,2058,36,44819,43055,87874,104.0971
Portugal,2058,37,47014,45086,92100,104.2763
Portugal,2058,38,48360,46376,94736,104.2781
Portugal,2058,39,48174,47187,95361,102.0917
Portugal,2058,40,48128,46862,94990,102.7015
Portugal,2058,41,48931,47153,96084,103.7707
Portugal,2058,42,47983,46747,94730,102.644
Portugal,2058,43,46732,44805,91537,104.3009
Portugal,2058,44,46495,45348,91843,102.5293
Portugal,2058,45,50249,48238,98487,104.1689
Portugal,2058,46,53078,51218,104296,103.6315
Portugal,2058,47,54244,53667,107911,101.0751
Portugal,2058,48,52656,51607,104263,102.0327
Portugal,2058,49,54896,53204,108100,103.1802
Portugal,2058,50,53687,52445,106132,102.3682
Portugal,2058,51,54701,53945,108646,101.4014
Portugal,2058,52,56997,55400,112397,102.8827
Portugal,2058,53,55697,54940,110637,101.3779
Portugal,2058,54,56892,56011,112903,101.5729
Portugal,2058,55,57239,56282,113521,101.7004
Portugal,2058,56,56780,56025,112805,101.3476
Portugal,2058,57,60670,60371,121041,100.4953
Portugal,2058,58,58616,59156,117772,99.0872
Portugal,2058,59,56452,57065,113517,98.9258
Portugal,2058,60,55140,56682,111822,97.2796
Portugal,2058,61,54385,54990,109375,98.8998
Portugal,2058,62,52898,54118,107016,97.7457
Portugal,2058,63,51586,53705,105291,96.0544
Portugal,2058,64,52321,55789,108110,93.7837
Portugal,2058,65,51801,55939,107740,92.6027
Portugal,2058,66,52242,56184,108426,92.9838
Portugal,2058,67,51472,55970,107442,91.9636
Portugal,2058,68,50470,55156,105626,91.5041
Portugal,2058,69,50354,55776,106130,90.279
Portugal,2058,70,49490,55734,105224,88.7968
Portugal,2058,71,49322,56574,105896,87.1814
Portugal,2058,72,49819,57797,107616,86.1965
Portugal,2058,73,52222,61697,113919,84.6427
Portugal,2058,74,52407,62781,115188,83.4759
Portugal,2058,75,53611,65700,119311,81.5997
Portugal,2058,76,52850,66007,118857,80.0673
Portugal,2058,77,54174,68277,122451,79.3444
Portugal,2058,78,52958,67386,120344,78.589
Portugal,2058,79,52861,68745,121606,76.8943
Portugal,2058,80,55752,72855,128607,76.5246
Portugal,2058,81,54734,73275,128009,74.6967
Portugal,2058,82,52787,71359,124146,73.9739
Portugal,2058,83,49087,68821,117908,71.3256
Portugal,2058,84,45168,64509,109677,70.0181
Portugal,2058,85,42363,62117,104480,68.1987
Portugal,2058,86,38937,58307,97244,66.7793
Portugal,2058,87,34606,52855,87461,65.4735
Portugal,2058,88,30401,47889,78290,63.4822
Portugal,2058,89,26638,43511,70149,61.2213
Portugal,2058,90,22796,39456,62252,57.7758
Portugal,2058,91,19562,35220,54782,55.5423
Portugal,2058,92,16386,30716,47102,53.3468
Portugal,2058,93,13449,26558,40007,50.6401
Portugal,2058,94,10435,21650,32085,48.1986
Portugal,2058,95,7999,17485,25484,45.7478
Portugal,2058,96,5895,13623,19518,43.2724
Portugal,2058,97,4226,10166,14392,41.5699
Portugal,2058,98,2754,7110,9864,38.7342
Portugal,2058,99,1815,4994,6809,36.3436
Portugal,2058,100,2633,8243,10876,31.9423
Portugal,2059,0,32852,30908,63760,106.2896
Portugal,2059,1,33070,31115,64185,106.2831
Portugal,2059,2,33347,31384,64731,106.2548
Portugal,2059,3,33573,31601,65174,106.2403
Portugal,2059,4,33822,31836,65658,106.2382
Portugal,2059,5,34160,32157,66317,106.2288
Portugal,2059,6,34479,32458,66937,106.2265
Portugal,2059,7,34836,32798,67634,106.2138
Portugal,2059,8,35190,33137,68327,106.1955
Portugal,2059,9,35726,33636,69362,106.2136
Portugal,2059,10,36114,34005,70119,106.202
Portugal,2059,11,36426,34301,70727,106.1952
Portugal,2059,12,36872,34726,71598,106.1798
Portugal,2059,13,37154,35000,72154,106.1543
Portugal,2059,14,37579,35410,72989,106.1254
Portugal,2059,15,38098,35904,74002,106.1107
Portugal,2059,16,38718,36507,75225,106.0564
Portugal,2059,17,39165,36947,76112,106.0032
Portugal,2059,18,39593,37380,76973,105.9203
Portugal,2059,19,40113,37897,78010,105.8474
Portugal,2059,20,40543,38335,78878,105.7597
Portugal,2059,21,40803,38615,79418,105.6662
Portugal,2059,22,41324,39138,80462,105.5854
Portugal,2059,23,41791,39606,81397,105.5168
Portugal,2059,24,42106,39939,82045,105.4258
Portugal,2059,25,42353,40202,82555,105.3505
Portugal,2059,26,42364,40248,82612,105.2574
Portugal,2059,27,42677,40575,83252,105.1805
Portugal,2059,28,42781,40716,83497,105.0717
Portugal,2059,29,42885,40843,83728,104.9996
Portugal,2059,30,43067,41055,84122,104.9007
Portugal,2059,31,43169,41191,84360,104.802
Portugal,2059,32,43349,41397,84746,104.7153
Portugal,2059,33,43468,41554,85022,104.6061
Portugal,2059,34,43829,41942,85771,104.4991
Portugal,2059,35,44157,42306,86463,104.3753
Portugal,2059,36,44496,42689,87185,104.2329
Portugal,2059,37,44894,43137,88031,104.0731
Portugal,2059,38,47079,45158,92237,104.254
Portugal,2059,39,48414,46439,94853,104.2529
Portugal,2059,40,48217,47242,95459,102.0638
Portugal,2059,41,48160,46908,95068,102.6691
Portugal,2059,42,48952,47191,96143,103.7316
Portugal,2059,43,47995,46779,94774,102.5995
Portugal,2059,44,46735,44832,91567,104.2447
Portugal,2059,45,46487,45368,91855,102.4665
Portugal,2059,46,50224,48249,98473,104.0933
Portugal,2059,47,53034,51220,104254,103.5416
Portugal,2059,48,54184,53660,107844,100.9765
Portugal,2059,49,52585,51594,104179,101.9208
Portugal,2059,50,54806,53184,107990,103.0498
Portugal,2059,51,53580,52419,105999,102.2148
Portugal,2059,52,54572,53910,108482,101.228
Portugal,2059,53,56844,55355,112199,102.6899
Portugal,2059,54,55534,54891,110425,101.1714
Portugal,2059,55,56710,55956,112666,101.3475
Portugal,2059,56,57038,56219,113257,101.4568
Portugal,2059,57,56561,55955,112516,101.083
Portugal,2059,58,60414,60289,120703,100.2073
Portugal,2059,59,58344,59067,117411,98.776
Portugal,2059,60,56166,56968,113134,98.5922
Portugal,2059,61,54834,56574,111408,96.9244
Portugal,2059,62,54069,54881,108950,98.5204
Portugal,2059,63,52585,54008,106593,97.3652
Portugal,2059,64,51271,53589,104860,95.6745
Portugal,2059,65,51992,55660,107652,93.41
Portugal,2059,66,51462,55801,107263,92.2242
Portugal,2059,67,51877,56035,107912,92.5796
Portugal,2059,68,51086,55808,106894,91.5388
Portugal,2059,69,50052,54972,105024,91.05
Portugal,2059,70,49910,55573,105483,89.8098
Portugal,2059,71,49018,55509,104527,88.3064
Portugal,2059,72,48809,56318,105127,86.6668
Portugal,2059,73,49262,57509,106771,85.6596
Portugal,2059,74,51579,61350,112929,84.0733
Portugal,2059,75,51704,62386,114090,82.8776
Portugal,2059,76,52813,65228,118041,80.9668
Portugal,2059,77,51958,65452,117410,79.3834
Portugal,2059,78,53144,67607,120751,78.6072
Portugal,2059,79,51802,66595,118397,77.7866
Portugal,2059,80,51515,67769,119284,76.0156
Portugal,2059,81,54049,71573,125622,75.5159
Portugal,2059,82,52770,71726,124496,73.5716
Portugal,2059,83,50611,69591,120202,72.7264
Portugal,2059,84,46738,66789,113527,69.9786
Portugal,2059,85,42638,62196,104834,68.5542
Portugal,2059,86,39533,59338,98871,66.6234
Portugal,2059,87,35876,55115,90991,65.093
Portugal,2059,88,31452,49431,80883,63.6281
Portugal,2059,89,27101,44146,71247,61.3895
Portugal,2059,90,23278,39480,62758,58.9615
Portugal,2059,91,19537,35176,54713,55.5407
Portugal,2059,92,16460,30885,47345,53.2945
Portugal,2059,93,13574,26587,40161,51.055
Portugal,2059,94,10865,22517,33382,48.2524
Portugal,2059,95,8154,17837,25991,45.714
Portugal,2059,96,6030,13937,19967,43.2661
Portugal,2059,97,4294,10499,14793,40.8991
Portugal,2059,98,2970,7565,10535,39.2597
Portugal,2059,99,1862,5096,6958,36.5385
Portugal,2059,100,2740,8575,11315,31.9534
Portugal,2060,0,32606,30676,63282,106.2916
Portugal,2060,1,32914,30972,63886,106.2702
Portugal,2060,2,33126,31171,64297,106.2719
Portugal,2060,3,33395,31432,64827,106.2452
Portugal,2060,4,33614,31642,65256,106.2322
Portugal,2060,5,33856,31871,65727,106.2282
Portugal,2060,6,34190,32186,66376,106.2263
Portugal,2060,7,34504,32483,66987,106.2217
Portugal,2060,8,34858,32819,67677,106.2129
Portugal,2060,9,35208,33156,68364,106.1889
Portugal,2060,10,35742,33653,69395,106.2075
Portugal,2060,11,36130,34022,70152,106.196
Portugal,2060,12,36445,34321,70766,106.1886
Portugal,2060,13,36899,34756,71655,106.1658
Portugal,2060,14,37194,35044,72238,106.1351
Portugal,2060,15,37636,35474,73110,106.0946
Portugal,2060,16,38175,35992,74167,106.0652
Portugal,2060,17,38818,36621,75439,105.9993
Portugal,2060,18,39288,37086,76374,105.9376
Portugal,2060,19,39737,37541,77278,105.8496
Portugal,2060,20,40273,38076,78349,105.77
Portugal,2060,21,40716,38527,79243,105.6817
Portugal,2060,22,40986,38816,79802,105.5905
Portugal,2060,23,41511,39342,80853,105.5132
Portugal,2060,24,41978,39809,81787,105.4485
Portugal,2060,25,42291,40139,82430,105.3614
Portugal,2060,26,42533,40396,82929,105.2901
Portugal,2060,27,42537,40433,82970,105.2037
Portugal,2060,28,42841,40751,83592,105.1287
Portugal,2060,29,42935,40880,83815,105.0269
Portugal,2060,30,43029,40996,84025,104.959
Portugal,2060,31,43202,41197,84399,104.8669
Portugal,2060,32,43294,41322,84616,104.7723
Portugal,2060,33,43464,41517,84981,104.6896
Portugal,2060,34,43571,41663,85234,104.5796
Portugal,2060,35,43922,42042,85964,104.4717
Portugal,2060,36,44241,42397,86638,104.3494
Portugal,2060,37,44572,42771,87343,104.2108
Portugal,2060,38,44960,43209,88169,104.0524
Portugal,2060,39,47134,45221,92355,104.2303
Portugal,2060,40,48457,46494,94951,104.2221
Portugal,2060,41,48249,47288,95537,102.0322
Portugal,2060,42,48182,46946,95128,102.6328
Portugal,2060,43,48963,47223,96186,103.6846
Portugal,2060,44,47997,46805,94802,102.5467
Portugal,2060,45,46727,44853,91580,104.1781
Portugal,2060,46,46468,45381,91849,102.3953
Portugal,2060,47,50186,48254,98440,104.0038
Portugal,2060,48,52978,51215,104193,103.4424
Portugal,2060,49,54112,53646,107758,100.8687
Portugal,2060,50,52502,51577,104079,101.7934
Portugal,2060,51,54698,53159,107857,102.8951
Portugal,2060,52,53457,52386,105843,102.0444
Portugal,2060,53,54430,53868,108298,101.0433
Portugal,2060,54,56680,55307,111987,102.4825
Portugal,2060,55,55360,54838,110198,100.9519
Portugal,2060,56,56514,55895,112409,101.1074
Portugal,2060,57,56821,56151,112972,101.1932
Portugal,2060,58,56327,55882,112209,100.7963
Portugal,2060,59,60138,60200,120338,99.897
Portugal,2060,60,58053,58968,117021,98.4483
Portugal,2060,61,55860,56861,112721,98.2396
Portugal,2060,62,54520,56463,110983,96.5588
Portugal,2060,63,53754,54772,108526,98.1414
Portugal,2060,64,52269,53894,106163,96.9848
Portugal,2060,65,50955,53469,104424,95.2982
Portugal,2060,66,51658,55527,107185,93.0322
Portugal,2060,67,51109,55657,106766,91.8285
Portugal,2060,68,51494,55876,107370,92.1576
Portugal,2060,69,50671,55627,106298,91.0907
Portugal,2060,70,49619,54777,104396,90.5836
Portugal,2060,71,49443,55354,104797,89.3215
Portugal,2060,72,48519,55265,103784,87.7934
Portugal,2060,73,48275,56046,104321,86.1346
Portugal,2060,74,48669,57194,105863,85.0946
Portugal,2060,75,50902,60974,111876,83.4815
Portugal,2060,76,50950,61951,112901,82.2424
Portugal,2060,77,51939,64695,116634,80.2829
Portugal,2060,78,50990,64827,115817,78.6555
Portugal,2060,79,52007,66834,118841,77.8152
Portugal,2060,80,50508,65673,116181,76.9083
Portugal,2060,81,49968,66602,116570,75.0248
Portugal,2060,82,52140,70091,122231,74.389
Portugal,2060,83,50627,69984,120611,72.3408
Portugal,2060,84,48224,67576,115800,71.3626
Portugal,2060,85,44156,64437,108593,68.5258
Portugal,2060,86,39824,59459,99283,66.9772
Portugal,2060,87,36460,56139,92599,64.9459
Portugal,2060,88,32641,51595,84236,63.2639
Portugal,2060,89,28069,45615,73684,61.5346
Portugal,2060,90,23710,40101,63811,59.1257
Portugal,2060,91,19975,35239,55214,56.6844
Portugal,2060,92,16460,30885,47345,53.2945
Portugal,2060,93,13655,26770,40425,51.0086
Portugal,2060,94,10981,22574,33555,48.6445
Portugal,2060,95,8503,18579,27082,45.7667
Portugal,2060,96,6156,14239,20395,43.2334
Portugal,2060,97,4398,10756,15154,40.8888
Portugal,2060,98,3021,7824,10845,38.612
Portugal,2060,99,2010,5429,7439,37.0234
Portugal,2060,100,2837,8862,11699,32.0131
Portugal,2061,0,32557,30627,63184,106.3016
Portugal,2061,1,32668,30740,63408,106.272
Portugal,2061,2,32970,31028,63998,106.2589
Portugal,2061,3,33174,31220,64394,106.2588
Portugal,2061,4,33435,31473,64908,106.2339
Portugal,2061,5,33648,31677,65325,106.2222
Portugal,2061,6,33886,31901,65787,106.2224
Portugal,2061,7,34215,32211,66426,106.2215
Portugal,2061,8,34526,32505,67031,106.2175
Portugal,2061,9,34876,32838,67714,106.2062
Portugal,2061,10,35224,33172,68396,106.1859
Portugal,2061,11,35758,33670,69428,106.2014
Portugal,2061,12,36149,34043,70192,106.1863
Portugal,2061,13,36472,34351,70823,106.1745
Portugal,2061,14,36938,34800,71738,106.1437
Portugal,2061,15,37250,35109,72359,106.0982
Portugal,2061,16,37713,35562,73275,106.0486
Portugal,2061,17,38276,36106,74382,106.0101
Portugal,2061,18,38941,36760,75701,105.9331
Portugal,2061,19,39431,37247,76678,105.8636
Portugal,2061,20,39897,37720,77617,105.7715
Portugal,2061,21,40446,38268,78714,105.6914
Portugal,2061,22,40899,38728,79627,105.6058
Portugal,2061,23,41173,39020,80193,105.5177
Portugal,2061,24,41698,39545,81243,105.4444
Portugal,2061,25,42164,40010,82174,105.3837
Portugal,2061,26,42472,40333,82805,105.3033
Portugal,2061,27,42706,40582,83288,105.2338
Portugal,2061,28,42701,40609,83310,105.1516
Portugal,2061,29,42996,40915,83911,105.0862
Portugal,2061,30,43080,41034,84114,104.9861
Portugal,2061,31,43164,41138,84302,104.9249
Portugal,2061,32,43327,41328,84655,104.8369
Portugal,2061,33,43410,41443,84853,104.7463
Portugal,2061,34,43568,41627,85195,104.6628
Portugal,2061,35,43665,41763,85428,104.5543
Portugal,2061,36,44007,42133,86140,104.4478
Portugal,2061,37,44317,42479,86796,104.3268
Portugal,2061,38,44638,42844,87482,104.1873
Portugal,2061,39,45017,43273,88290,104.0302
Portugal,2061,40,47178,45277,92455,104.1986
Portugal,2061,41,48489,46541,95030,104.1856
Portugal,2061,42,48272,47327,95599,101.9967
Portugal,2061,43,48195,46979,95174,102.5884
Portugal,2061,44,48965,47250,96215,103.6296
Portugal,2061,45,47988,46826,94814,102.4815
Portugal,2061,46,46709,44867,91576,104.1055
Portugal,2061,47,46437,45388,91825,102.3112
Portugal,2061,48,50136,48252,98388,103.9045
Portugal,2061,49,52910,51205,104115,103.3298
Portugal,2061,50,54027,53628,107655,100.744
Portugal,2061,51,52402,51553,103955,101.6468
Portugal,2061,52,54574,53126,107700,102.7256
Portugal,2061,53,53320,52347,105667,101.8588
Portugal,2061,54,54276,53823,108099,100.8416
Portugal,2061,55,56505,55255,111760,102.2622
Portugal,2061,56,55172,54780,109952,100.7156
Portugal,2061,57,56303,55829,112132,100.849
Portugal,2061,58,56589,56079,112668,100.9094
Portugal,2061,59,56074,55802,111876,100.4874
Portugal,2061,60,59842,60101,119943,99.5691
Portugal,2061,61,57740,58859,116599,98.0988
Portugal,2061,62,55544,56752,112296,97.8714
Portugal,2061,63,54207,56353,110560,96.1919
Portugal,2061,64,53436,54659,108095,97.7625
Portugal,2061,65,51952,53776,105728,96.6082
Portugal,2061,66,50633,53344,103977,94.9179
Portugal,2061,67,51310,55387,106697,92.6391
Portugal,2061,68,50739,55504,106243,91.415
Portugal,2061,69,51083,55700,106783,91.711
Portugal,2061,70,50240,55434,105674,90.6303
Portugal,2061,71,49164,54567,103731,90.0984
Portugal,2061,72,48949,55117,104066,88.8093
Portugal,2061,73,47998,55005,103003,87.2612
Portugal,2061,74,47704,55747,103451,85.5723
Portugal,2061,75,48042,56854,104896,84.5007
Portugal,2061,76,50174,60560,110734,82.8501
Portugal,2061,77,50124,61457,111581,81.5595
Portugal,2061,78,50990,64093,115083,79.5563
Portugal,2061,79,49918,64105,114023,77.8691
Portugal,2061,80,50729,65931,116660,76.9426
Portugal,2061,81,49014,64567,113581,75.9118
Portugal,2061,82,48228,65252,113480,73.9104
Portugal,2061,83,50053,68423,118476,73.1523
Portugal,2061,84,48272,67996,116268,70.9924
Portugal,2061,85,45594,65240,110834,69.8866
Portugal,2061,86,41276,61648,102924,66.9543
Portugal,2061,87,36761,56301,93062,65.2937
Portugal,2061,88,33204,52603,85807,63.1219
Portugal,2061,89,29160,47661,76821,61.1821
Portugal,2061,90,24584,41482,66066,59.2643
Portugal,2061,91,20369,35836,56205,56.8395
Portugal,2061,92,16848,30979,47827,54.3852
Portugal,2061,93,13672,26807,40479,51.0016
Portugal,2061,94,11061,22762,33823,48.5941
Portugal,2061,95,8605,18653,27258,46.132
Portugal,2061,96,6427,14852,21279,43.2736
Portugal,2061,97,4495,11005,15500,40.8451
Portugal,2061,98,3098,8027,11125,38.5947
Portugal,2061,99,2047,5622,7669,36.4105
Portugal,2061,100,2991,9278,12269,32.2376
Portugal,2062,0,32544,30615,63159,106.3008
Portugal,2062,1,32619,30691,63310,106.282
Portugal,2062,2,32724,30796,63520,106.2606
Portugal,2062,3,33018,31077,64095,106.2458
Portugal,2062,4,33215,31261,64476,106.2506
Portugal,2062,5,33470,31508,64978,106.227
Portugal,2062,6,33678,31707,65385,106.2163
Portugal,2062,7,33911,31926,65837,106.2175
Portugal,2062,8,34236,32233,66469,106.2141
Portugal,2062,9,34544,32523,67067,106.2141
Portugal,2062,10,34892,32855,67747,106.2
Portugal,2062,11,35240,33189,68429,106.1798
Portugal,2062,12,35778,33690,69468,106.1977
Portugal,2062,13,36176,34073,70249,106.172
Portugal,2062,14,36511,34395,70906,106.1521
Portugal,2062,15,36995,34864,71859,106.1123
Portugal,2062,16,37328,35197,72525,106.0545
Portugal,2062,17,37814,35676,73490,105.9928
Portugal,2062,18,38399,36245,74644,105.9429
Portugal,2062,19,39085,36921,76006,105.8612
Portugal,2062,20,39591,37426,77017,105.7847
Portugal,2062,21,40070,37913,77983,105.6893
Portugal,2062,22,40629,38469,79098,105.6149
Portugal,2062,23,41086,38932,80018,105.5327
Portugal,2062,24,41361,39223,80584,105.4509
Portugal,2062,25,41884,39746,81630,105.3792
Portugal,2062,26,42344,40204,82548,105.3229
Portugal,2062,27,42645,40519,83164,105.2469
Portugal,2062,28,42870,40757,83627,105.1844
Portugal,2062,29,42855,40773,83628,105.1063
Portugal,2062,30,43140,41068,84208,105.0453
Portugal,2062,31,43215,41176,84391,104.9519
Portugal,2062,32,43289,41269,84558,104.8947
Portugal,2062,33,43443,41449,84892,104.8107
Portugal,2062,34,43514,41553,85067,104.7193
Portugal,2062,35,43662,41727,85389,104.6373
Portugal,2062,36,43750,41854,85604,104.53
Portugal,2062,37,44084,42215,86299,104.4273
Portugal,2062,38,44385,42552,86937,104.3077
Portugal,2062,39,44695,42908,87603,104.1647
Portugal,2062,40,45063,43329,88392,104.0019
Portugal,2062,41,47212,45324,92536,104.1656
Portugal,2062,42,48512,46580,95092,104.1477
Portugal,2062,43,48285,47360,95645,101.9531
Portugal,2062,44,48198,47006,95204,102.5358
Portugal,2062,45,48956,47271,96227,103.5646
Portugal,2062,46,47969,46839,94808,102.4125
Portugal,2062,47,46678,44875,91553,104.0178
Portugal,2062,48,46395,45389,91784,102.2164
Portugal,2062,49,50075,48245,98320,103.7931
Portugal,2062,50,52829,51189,104018,103.2038
Portugal,2062,51,53925,53604,107529,100.5988
Portugal,2062,52,52286,51524,103810,101.4789
Portugal,2062,53,54436,53088,107524,102.5392
Portugal,2062,54,53173,52305,105478,101.6595
Portugal,2062,55,54112,53774,107886,100.6286
Portugal,2062,56,56316,55198,111514,102.0254
Portugal,2062,57,54970,54717,109687,100.4624
Portugal,2062,58,56077,55759,111836,100.5703
Portugal,2062,59,56340,56000,112340,100.6071
Portugal,2062,60,55803,55713,111516,100.1615
Portugal,2062,61,59524,59993,119517,99.2182
Portugal,2062,62,57419,58749,116168,97.7361
Portugal,2062,63,55231,56645,111876,97.5038
Portugal,2062,64,53893,56240,110133,95.8268
Portugal,2062,65,53118,54542,107660,97.3892
Portugal,2062,66,51630,53653,105283,96.2295
Portugal,2062,67,50299,53213,103512,94.5239
Portugal,2062,68,50946,55238,106184,92.23
Portugal,2062,69,50343,55333,105676,90.9819
Portugal,2062,70,50658,55512,106170,91.2559
Portugal,2062,71,49788,55228,105016,90.1499
Portugal,2062,72,48683,54340,103023,89.5896
Portugal,2062,73,48434,54865,103299,88.2785
Portugal,2062,74,47442,54720,102162,86.6996
Portugal,2062,75,47103,55425,102528,84.9851
Portugal,2062,76,47369,56478,103847,83.8716
Portugal,2062,77,49376,60091,109467,82.1687
Portugal,2062,78,49226,60901,110127,80.8295
Portugal,2062,79,49939,63397,113336,78.7719
Portugal,2062,80,48715,63259,111974,77.0088
Portugal,2062,81,49254,64845,114099,75.9565
Portugal,2062,82,47335,63285,110620,74.7966
Portugal,2062,83,46328,63731,110059,72.693
Portugal,2062,84,47758,66518,114276,71.7971
Portugal,2062,85,45675,65688,111363,69.5332
Portugal,2062,86,42657,62463,105120,68.2916
Portugal,2062,87,38137,58423,96560,65.2774
Portugal,2062,88,33514,52805,86319,63.4675
Portugal,2062,89,29696,48642,78338,61.0501
Portugal,2062,90,25570,43390,68960,58.9306
Portugal,2062,91,21145,37113,58258,56.9746
Portugal,2062,92,17202,31543,48745,54.5351
Portugal,2062,93,14013,26925,40938,52.0446
Portugal,2062,94,11090,22826,33916,48.5849
Portugal,2062,95,8679,18835,27514,46.0791
Portugal,2062,96,6513,14933,21446,43.6148
Portugal,2062,97,4700,11495,16195,40.8873
Portugal,2062,98,3171,8223,11394,38.5626
Portugal,2062,99,2102,5776,7878,36.392
Portugal,2062,100,3113,9684,12797,32.1458
Portugal,2063,0,32285,30372,62657,106.2986
Portugal,2063,1,32606,30680,63286,106.2777
Portugal,2063,2,32675,30748,63423,106.2671
Portugal,2063,3,32772,30845,63617,106.2474
Portugal,2063,4,33059,31118,64177,106.2375
Portugal,2063,5,33249,31296,64545,106.2404
Portugal,2063,6,33500,31537,65037,106.2244
Portugal,2063,7,33703,31732,65435,106.2114
Portugal,2063,8,33933,31948,65881,106.2132
Portugal,2063,9,34255,32251,66506,106.2138
Portugal,2063,10,34560,32540,67100,106.2077
Portugal,2063,11,34909,32871,67780,106.2
Portugal,2063,12,35260,33210,68470,106.1728
Portugal,2063,13,35804,33720,69524,106.1803
Portugal,2063,14,36215,34117,70332,106.1494
Portugal,2063,15,36568,34459,71027,106.1203
Portugal,2063,16,37073,34952,72025,106.0683
Portugal,2063,17,37428,35311,72739,105.9953
Portugal,2063,18,37937,35815,73752,105.9249
Portugal,2063,19,38543,36407,74950,105.867
Portugal,2063,20,39245,37100,76345,105.7817
Portugal,2063,21,39765,37619,77384,105.7046
Portugal,2063,22,40253,38114,78367,105.6121
Portugal,2063,23,40817,38674,79491,105.5412
Portugal,2063,24,41274,39136,80410,105.463
Portugal,2063,25,41547,39424,80971,105.385
Portugal,2063,26,42065,39940,82005,105.3205
Portugal,2063,27,42518,40389,82907,105.2712
Portugal,2063,28,42809,40694,83503,105.1973
Portugal,2063,29,43024,40922,83946,105.1366
Portugal,2063,30,43000,40926,83926,105.0677
Portugal,2063,31,43275,41210,84485,105.0109
Portugal,2063,32,43340,41307,84647,104.9217
Portugal,2063,33,43405,41390,84795,104.8683
Portugal,2063,34,43547,41559,85106,104.7836
Portugal,2063,35,43608,41653,85261,104.6935
Portugal,2063,36,43747,41818,85565,104.6128
Portugal,2063,37,43827,41936,85763,104.5093
Portugal,2063,38,44151,42288,86439,104.4055
Portugal,2063,39,44442,42616,87058,104.2848
Portugal,2063,40,44742,42965,87707,104.1359
Portugal,2063,41,45098,43378,88476,103.9651
Portugal,2063,42,47236,45365,92601,104.1243
Portugal,2063,43,48526,46614,95140,104.1018
Portugal,2063,44,48289,47387,95676,101.9035
Portugal,2063,45,48191,47027,95218,102.4752
Portugal,2063,46,48937,47285,96222,103.4937
Portugal,2063,47,47938,46847,94785,102.3289
Portugal,2063,48,46637,44877,91514,103.9218
Portugal,2063,49,46342,45385,91727,102.1086
Portugal,2063,50,50002,48232,98234,103.6698
Portugal,2063,51,52732,51168,103900,103.0566
Portugal,2063,52,53807,53573,107380,100.4368
Portugal,2063,53,52157,51488,103645,101.2993
Portugal,2063,54,54288,53046,107334,102.3414
Portugal,2063,55,53015,52260,105275,101.4447
Portugal,2063,56,53935,53721,107656,100.3984
