DICOFRE,Freguesia,Concelho,Distrito,Area_ha,Des_Simpli,População,X,Y,Meridian
091031,Valbom/Bogalhal,Pinhel,Guarda,3233,Valbom/Bogalhal,192,85116.03145,126400.8001,2
091032,Alto do Palurdo,Pinhel,Guarda,4730.73,Alto do Palurdo,192,94913.96806,121558.0699,2
091033,Vale do Côa,Pinhel,Guarda,5219.53,Vale do Côa,172,84668.10087,136055.9404,2
091034,Vale do Massueime,Pinhel,Guarda,2407.34,Vale do Massueime,218,80034.08429,126013.1589,2
091035,União das freguesias de Atalaia e Safurdão,Pinhel,Guarda,3432.16,Atalaia e Safurdão,200,92823.16322,111354.0284,2
091101,Águas Belas,Sabugal,Guarda,2056.85,Águas Belas,167,82967.53824,79283.73817,2
091102,Aldeia do Bispo,Sabugal,Guarda,1313.7,Aldeia do Bispo,239,108491.353,73081.99703,2
091103,Aldeia da Ponte,Sabugal,Guarda,3669.07,Aldeia da Ponte,262,107940.1006,83264.45844,2
091106,Aldeia Velha,Sabugal,Guarda,2087.88,Aldeia Velha,413,106930.647,76087.75032,2
091107,Alfaiates,Sabugal,Guarda,3143.43,Alfaiates,360,103608.9022,79659.60501,2
091109,Baraçal,Sabugal,Guarda,1603.45,Baraçal,208,89372.81101,81244.43338,2
091110,Bendada,Sabugal,Guarda,3459.89,Bendada,473,74423.24934,78445.96233,1
091111,Bismula,Sabugal,Guarda,1912.96,Bismula,190,99611.80804,86782.56969,2
091112,Casteleiro,Sabugal,Guarda,4450.22,Casteleiro,311,73937.184,69688.28221,1
091113,Cerdeira,Sabugal,Guarda,2342.87,Cerdeira,188,92225.24038,94231.03182,2
091114,Fóios,Sabugal,Guarda,2830.97,Fóios,310,105326.1621,69084.14122,2
091118,Malcata,Sabugal,Guarda,2125,Malcata,322,90816.98178,70333.75413,2
091120,Nave,Sabugal,Guarda,2712.64,Nave,230,99161.2349,82009.97866,2
091123,Quadrazais,Sabugal,Guarda,4061.16,Quadrazais,380,96436.04142,72957.60868,2
091124,Quintas de São Bartolomeu,Sabugal,Guarda,1063.72,Quintas de São Bartolomeu,171,87386.78878,78791.3984,2
091125,Rapoula do Côa,Sabugal,Guarda,793.91,Rapoula do Côa,268,92485.08702,85372.06461,2
091126,Rebolosa,Sabugal,Guarda,897.63,Rebolosa,205,104084.6001,84126.61606,2
091127,Rendo,Sabugal,Guarda,2151.19,Rendo,212,92943.92029,79697.03082,2
091133,Sortelha,Sabugal,Guarda,3963.76,Sortelha,320,78922.27832,74716.91559,2
091134,Souto,Sabugal,Guarda,2808.86,Souto,1145,100907.7519,75821.82701,2
091136,Vale de Espinho,Sabugal,Guarda,3160.82,Vale de Espinho,308,101030.1659,69878.71424,2
091138,Vila Boa,Sabugal,Guarda,861.55,Vila Boa,238,95973.83123,79963.23808,2
091139,Vila do Touro,Sabugal,Guarda,2331.3,Vila do Touro,177,87758.78901,83740.67225,2
091141,União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos,Sabugal,Guarda,6878.51,Aldeia da Ribeira, Vilar Maior e Badamalos,266,102944.2669,90246.99621,2
091142,União das freguesias de Lajeosa e Forcalhos,Sabugal,Guarda,2893.01,Lajeosa e Forcalhos,219,111752.7594,77218.97342,2
091143,União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba,Sabugal,Guarda,3816.37,Pousafoles do Bispo, Pena Lobo e Lomba,390,79453.42555,81598.31484,2
091144,União das freguesias de Ruvina, Ruivós e Vale das Éguas,Sabugal,Guarda,1842.43,Ruvina, Ruivós e Vale das Éguas,195,95599.29956,84547.8267,2
091145,União das freguesias do Sabugal e Aldeia de Santo António,Sabugal,Guarda,5633.77,Sabugal e Aldeia de Santo António,2604,88674.77332,75037.04068,2
091146,União das freguesias de Santo Estêvão e Moita,Sabugal,Guarda,2900.17,Santo Estêvão e Moita,327,81947.45928,70228.84519,2
091147,União das freguesias de Seixo do Côa e Vale Longo,Sabugal,Guarda,2502.74,Seixo do Côa e Vale Longo,182,93043.43153,88543.45801,2
091201,Alvoco da Serra,Seia,Guarda,3756.82,Alvoco da Serra,331,39432.41013,69721.74528,1
091205,Girabolhos,Seia,Guarda,1773.65,Girabolhos,241,32481.02974,93298.78002,1
091207,Loriga,Seia,Guarda,3625.03,Loriga,848,39192.53081,73483.01565,1
091208,Paranhos,Seia,Guarda,2122.91,Paranhos,1265,28554.45825,90910.64386,1
091209,Pinhanços,Seia,Guarda,832.55,Pinhanços,727,37666.91007,89053.01404,1
091210,Sabugueiro,Seia,Guarda,4006.93,Sabugueiro,405,43574.86635,79607.19294,1
091212,Sandomil,Seia,Guarda,1322.31,Sandomil,745,30586.10572,76327.92501,1
091213,Santa Comba,Seia,Guarda,1182.52,Santa Comba,725,34710.67012,86641.9606,1
091216,Santiago,Seia,Guarda,743.49,Santiago,1163,33590.63137,83618.75182,1
091219,Sazes da Beira,Seia,Guarda,779.21,Sazes da Beira,245,33413.19058,75086.05392,1
091221,Teixeira,Seia,Guarda,1592.11,Teixeira,144,33832.04698,65621.20556,1
091224,Travancinha,Seia,Guarda,1247.05,Travancinha,387,26352.85594,83793.87415,1
091225,Valezim,Seia,Guarda,1208.52,Valezim,243,36023.90912,76810.49597,1
091228,Vila Cova à Coelheira,Seia,Guarda,767.63,Vila Cova à Coelheira,355,33948.64638,79248.5548,1
091230,União das freguesias de Carragozela e Várzea de Meruge,Seia,Guarda,1007.87,Carragozela e Várzea de Meruge,546,30340.40033,81400.77951,1
091231,União das freguesias de Sameice e Santa Eulália,Seia,Guarda,1426.95,Sameice e Santa Eulália,508,29937.23587,84238.63032,1
091232,União das freguesias de Santa Marinha e São Martinho,Seia,Guarda,1508.1,Santa Marinha e São Martinho,1365,40331.06405,85808.78142,1
091233,União das freguesias de Seia, São Romão e Lapa dos Dinheiros,Seia,Guarda,5379.56,Seia, São Romão e Lapa dos Dinheiros,8705,37939.22692,81268.59689,1
091234,União das freguesias de Torrozelo e Folhadosa,Seia,Guarda,1020.43,Torrozelo e Folhadosa,708,30786.30935,79042.9744,1
091235,União das freguesias de Tourais e Lajes,Seia,Guarda,2617.73,Tourais e Lajes,1529,32182.4328,88396.08697,1
091236,União das freguesias de Vide e Cabeça,Seia,Guarda,5647.46,Vide e Cabeça,570,30901.83042,68732.21965,1
091301,Aldeia Nova,Trancoso,Guarda,2681.11,Aldeia Nova,276,60322.2307,117504.3021,1
091303,Castanheira,Trancoso,Guarda,999.34,Castanheira,165,64763.56702,130488.0099,1
091304,Cogula,Trancoso,Guarda,463.69,Cogula,168,72424.61198,127296.9098,1
091305,Cótimos,Trancoso,Guarda,1347.53,Cótimos,188,75886.96186,128564.4782,2
091307,Fiães,Trancoso,Guarda,962.4,Fiães,181,63443.21615,117734.2345,1
091309,Granja,Trancoso,Guarda,924.99,Granja,109,78430.88422,120765.6582,2
091310,Guilheiro,Trancoso,Guarda,1367.93,Guilheiro,126,61194.47612,137013.7932,1
091311,Moimentinha,Trancoso,Guarda,667.04,Moimentinha,173,75978.37751,120533.7712,2
091312,Moreira de Rei,Trancoso,Guarda,3292.92,Moreira de Rei,411,68463.20971,130014.056,1
091313,Palhais,Trancoso,Guarda,432.39,Palhais,154,58811.43914,127537.5886,1
091314,Póvoa do Concelho,Trancoso,Guarda,1083.42,Póvoa do Concelho,248,74527.04566,122316.8712,1
091315,Reboleiro,Trancoso,Guarda,449.35,Reboleiro,247,60305.99306,129589.8562,1
091316,Rio de Mel,Trancoso,Guarda,2335.9,Rio de Mel,279,60820.52501,127002.2275,1
091321,Tamanhos,Trancoso,Guarda,832.06,Tamanhos,175,69969.78357,122452.8993,1
091325,Valdujo,Trancoso,Guarda,1531.07,Valdujo,158,72110.56525,130137.4348,1
091330,União das freguesias de Freches e Torres,Trancoso,Guarda,2385.4,Freches e Torres,450,66729.91413,118618.4163,1
091331,União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho,Trancoso,Guarda,2939.48,Torre do Terrenho, Sebadelhe da Serra e Terrenho,345,64118.8018,133953.8309,1
091332,União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior,Trancoso,Guarda,5803.77,Trancoso (São Pedro e Santa Maria) e Souto Maior,3191,65144.99131,123922.0681,1
091333,União das freguesias de Vale do Seixo e Vila Garcia,Trancoso,Guarda,2034.99,Vale do Seixo e Vila Garcia,186,74648.4458,125360.5889,1
091334,União das freguesias de Vila Franca das Naves e Feital,Trancoso,Guarda,1603.71,Vila Franca das Naves e Feital,876,73162.46312,118832.7194,1
091335,União das freguesias de Vilares e Carnicães,Trancoso,Guarda,2013.98,Vilares e Carnicães,307,70266.29928,117176.1905,1
091401,Almendra,Vila Nova de Foz Côa,Guarda,5440.65,Almendra,309,91973.8283,148476.9929,2
091402,Castelo Melhor,Vila Nova de Foz Côa,Guarda,3677.23,Castelo Melhor,168,88574.67596,152971.6385,2
091403,Cedovim,Vila Nova de Foz Côa,Guarda,3210.42,Cedovim,284,70511.96148,152031.2031,1
091404,Chãs,Vila Nova de Foz Côa,Guarda,1760.19,Chãs,234,83043.22064,148025.974,2
091405,Custóias,Vila Nova de Foz Côa,Guarda,1087.03,Custóias,191,68827.61852,159850.9799,1
091407,Horta,Vila Nova de Foz Côa,Guarda,1006.66,Horta,161,69121.65203,155665.8692,1
091410,Muxagata,Vila Nova de Foz Côa,Guarda,2653.42,Muxagata,267,82170.82008,151773.9262,2
091411,Numão,Vila Nova de Foz Côa,Guarda,2304.98,Numão,210,71529.19319,160508.3821,1
091412,Santa Comba,Vila Nova de Foz Côa,Guarda,3054.18,Santa Comba,145,83547.8434,143976.8618,2
091414,Sebadelhe,Vila Nova de Foz Côa,Guarda,807.86,Sebadelhe,215,72319.24418,154450.4952,1
091415,Seixas,Vila Nova de Foz Côa,Guarda,1221.12,Seixas,312,73848.39168,160561.0899,1
091416,Touça,Vila Nova de Foz Côa,Guarda,939.41,Touça,188,76011.42417,153071.4391,2
091418,Freixo de Numão,Vila Nova de Foz Côa,Guarda,3634.94,Freixo de Numão,519,76327.72137,157320.436,2
091419,Vila Nova de Foz Côa,Vila Nova de Foz Côa,Guarda,9017.08,Vila Nova de Foz Côa,3101,82682.34104,159697.499,2
100102,Alfeizerão,Alcobaça,Leiria,2798.68,Alfeizerão,3669,-82946.23007,-19481.85413,-2
100404,Golpilheira,Batalha,Leiria,506.25,Golpilheira,1447,-58747.33841,1802.42191,-1
100502,Carvalhal,Bombarral,Leiria,3234.24,Carvalhal,2393,-85491.61212,-41025.6548,-2
100503,Roliça,Bombarral,Leiria,2263.39,Roliça,2545,-90050.26917,-39731.14935,-2
100505,Pó,Bombarral,Leiria,676.92,Pó,922,-93118.05215,-38656.6035,-2
100506,União das freguesias do Bombarral e Vale Covo,Bombarral,Leiria,2954,Bombarral e Vale Covo,6886,-89302.71798,-46042.09458,-2
100602,Alvorninha,Caldas da Rainha,Leiria,3760.14,Alvorninha,2646,-77240.54636,-30170.4836,-2
100604,Carvalhal Benfeito,Caldas da Rainha,Leiria,1394.9,Carvalhal Benfeito,1141,-79211.4679,-24382.32402,-2
100606,Foz do Arelho,Caldas da Rainha,Leiria,962.39,Foz do Arelho,1400,-92717.1981,-25354.36906,-2
100607,Landal,Caldas da Rainha,Leiria,1020.5,Landal,938,-75481.00435,-39534.13343,-2
100608,Nadadouro,Caldas da Rainha,Leiria,1060.08,Nadadouro,1962,-91084.27578,-27371.39979,-2
100609,Salir de Matos,Caldas da Rainha,Leiria,2459.32,Salir de Matos,2583,-82195.86399,-25664.34973,-2
100611,Santa Catarina,Caldas da Rainha,Leiria,1997.86,Santa Catarina,2692,-76300.51765,-24392.90873,-2
100618,União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro,Caldas da Rainha,Leiria,2750.93,Caldas da Rainha - Santo Onofre e Serra do Bouro,11902,-89509.10695,-24430.62919,-2
100619,União das freguesias de Tornada e Salir do Porto,Caldas da Rainha,Leiria,2952.75,Tornada e Salir do Porto,4434,-87161.80443,-22412.32968,-2
100703,União das freguesias de Castanheira de Pêra e Coentral,Castanheira de Pêra,Leiria,6677.45,Castanheira de Pêra e Coentral,2645,-5353.864317,39048.93215,0
100801,Aguda,Figueiró dos Vinhos,Leiria,3966.77,Aguda,909,-15671.75223,29716.14116,0
100802,Arega,Figueiró dos Vinhos,Leiria,2864.1,Arega,721,-14890.00067,17857.36762,0
100803,Campelo,Figueiró dos Vinhos,Leiria,5164.05,Campelo,191,-10420.59803,38020.42436,0
100806,União das freguesias de Figueiró dos Vinhos e Bairradas,Figueiró dos Vinhos,Leiria,5349.07,Figueiró dos Vinhos e Bairradas,3460,-11642.6406,24213.67526,0
100901,Amor,Leiria,Leiria,2348.41,Amor,4578,-63245.27566,14470.8704,-1
100902,Arrabal,Leiria,Leiria,2008.5,Arrabal,2610,-51389.24502,3844.053278,-1
100909,Coimbrão,Leiria,Leiria,5219.38,Coimbrão,1726,-66767.8991,28087.24158,-1
100913,Maceira,Leiria,Leiria,4702.7,Maceira,9141,-65414.10059,2467.317087,-1
100915,Milagres,Leiria,Leiria,1735.45,Milagres,2829,-54767.33049,15529.7376,-1
100921,Regueira de Pontes,Leiria,Leiria,1154.65,Regueira de Pontes,2174,-58770.23291,14861.61471,-1
100925,Bajouca,Leiria,Leiria,1227.34,Bajouca,1895,-55312.0028,24934.03752,-1
100926,Bidoeira de Cima,Leiria,Leiria,1561.44,Bidoeira de Cima,2236,-52857.03353,19535.90377,-1
100932,União das freguesias de Colmeias e Memória,Leiria,Leiria,4656.74,Colmeias e Memória,3746,-47642.76966,15194.67212,-1
100933,União das freguesias de Leiria, Pousos, Barreira e Cortes,Leiria,Leiria,5226.45,Leiria, Pousos, Barreira e Cortes,34644,-55810.67489,5576.207752,-1
100934,União das freguesias de Marrazes e Barosa,Leiria,Leiria,3280.23,Marrazes e Barosa,26225,-59174.84204,10907.50829,-1
100935,União das freguesias de Monte Real e Carvide,Leiria,Leiria,2603.13,Monte Real e Carvide,5542,-64518.31905,20013.05252,-1
100936,União das freguesias de Monte Redondo e Carreira,Leiria,Leiria,5091.12,Monte Redondo e Carreira,5182,-60434.91906,25386.13095,-1
100937,União das freguesias de Parceiros e Azoia,Leiria,Leiria,2298.64,Parceiros e Azoia,7535,-61066.24567,5497.426748,-1
100938,União das freguesias de Santa Catarina da Serra e Chainça,Leiria,Leiria,4119.66,Santa Catarina da Serra e Chainça,4572,-47129.93207,1352.046735,-1
100939,União das freguesias de Santa Eufémia e Boa Vista,Leiria,Leiria,1954.78,Santa Eufémia e Boa Vista,4058,-52765.87605,11421.57728,-1
100940,União das freguesias de Souto da Carpalhosa e Ortigosa,Leiria,Leiria,4221.31,Souto da Carpalhosa e Ortigosa,5579,-58177.42979,19428.00655,-1
101001,Marinha Grande,Marinha Grande,Leiria,13583.45,Marinha Grande,32322,-70435.64517,11397.39453,-1
101002,Vieira de Leiria,Marinha Grande,Leiria,4300.9,Vieira de Leiria,5406,-69429.56144,20979.89804,-1
101003,Moita,Marinha Grande,Leiria,840.84,Moita,1296,-70383.78536,4901.941794,-1
101101,Famalicão,Nazaré,Leiria,2171.5,Famalicão,1664,-81535.97289,-13026.32175,-2
101102,Nazaré,Nazaré,Leiria,4220.46,Nazaré,10394,-77717.38657,-5022.225498,-2
101103,Valado dos Frades,Nazaré,Leiria,1851.47,Valado dos Frades,2823,-75972.30078,-7939.391593,-2
101201,A dos Negros,Óbidos,Leiria,1749.38,A dos Negros,1456,-83144.74798,-35720.93755,-2
101202,Amoreira,Óbidos,Leiria,1990.66,Amoreira,1033,-95793.60976,-33121.23191,-2
101203,Olho Marinho,Óbidos,Leiria,1811.81,Olho Marinho,1361,-95478.32534,-36629.05076,-2
101207,Vau,Óbidos,Leiria,3189.2,Vau,936,-94602.5735,-30315.93182,-2
101208,Gaeiras,Óbidos,Leiria,1031.28,Gaeiras,2363,-85171.17911,-32489.55184,-2
101209,Usseira,Óbidos,Leiria,724.04,Usseira,954,-87993.44261,-37005.14202,-2
101210,Santa Maria, São Pedro e Sobral da Lagoa,Óbidos,Leiria,3659.07,Santa Maria, São Pedro e Sobral da Lagoa,3819,-89107.42503,-32775.16131,-2
101301,Graça,Pedrógão Grande,Leiria,3143.68,Graça,598,-7701.683695,25364.45666,0
101302,Pedrógão Grande,Pedrógão Grande,Leiria,8025.27,Pedrógão Grande,2256,-2246.830113,31195.3623,0
101303,Vila Facaia,Pedrógão Grande,Leiria,1705.8,Vila Facaia,536,-7162.877451,29963.18672,0
101402,Atouguia da Baleia,Peniche,Leiria,4702.42,Atouguia da Baleia,9117,-102119.4352,-37346.4995,-2
101405,Serra d'El-Rei,Peniche,Leiria,892.46,Serra d'El-Rei,1342,-98368.7538,-36323.1778,-2
101406,Ferrel,Peniche,Leiria,1379.26,Ferrel,2759,-101634.8301,-32558.5559,-2
101407,Peniche,Peniche,Leiria,780.85,Peniche,13211,-108811.6075,-32797.73257,-2
101501,Abiul,Pombal,Leiria,5414.45,Abiul,2236,-32532.968,22920.74847,-1
101503,Almagreira,Pombal,Leiria,4261.1,Almagreira,2774,-46806.26739,35482.72966,-1
101504,Carnide,Pombal,Leiria,2231.26,Carnide,1622,-50985.29432,23665.24665,-1
101505,Carriço,Pombal,Leiria,8305.15,Carriço,3330,-61281.90762,36139.78917,-1
101506,Louriçal,Pombal,Leiria,4766.18,Louriçal,4203,-52733.76814,37629.39163,-1
101508,Pelariga,Pombal,Leiria,2634.58,Pelariga,2012,-40775.98818,32516.20417,-1
101509,Pombal,Pombal,Leiria,9397.59,Pombal,16884,-43385.60651,27399.35265,-1
101510,Redinha,Pombal,Leiria,4138.51,Redinha,1869,-37518.33342,35286.51691,-1
101513,Vermoil,Pombal,Leiria,2280.25,Vermoil,2436,-46091.7855,20190.01117,-1
101514,Vila Cã,Pombal,Leiria,3156.92,Vila Cã,1401,-36371.6735,22729.14374,-1
101515,Meirinhas,Pombal,Leiria,888.78,Meirinhas,1649,-48995.97716,19940.29596,-1
101518,União das freguesias de Guia, Ilha e Mata Mourisca,Pombal,Leiria,8037.05,Guia, Ilha e Mata Mourisca,6039,-55653.86068,30540.6705,-1
101519,União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze,Pombal,Leiria,7088.46,Santiago e S. Simão de Litém e Albergaria dos Doze,4715,-39917.44314,17873.70943,-1
101602,Alqueidão da Serra,Porto de Mós,Leiria,2210.31,Alqueidão da Serra,1549,-53872.2251,-7445.389584,-1
101605,Calvaria de Cima,Porto de Mós,Leiria,1071.54,Calvaria de Cima,2477,-62691.06167,-3663.739382,-1
101606,Juncal,Porto de Mós,Leiria,2663.56,Juncal,3197,-65883.36583,-6240.996226,-1
101608,Mira de Aire,Porto de Mós,Leiria,1562.3,Mira de Aire,3482,-50235.89531,-13424.36839,-1
101609,Pedreiras,Porto de Mós,Leiria,1322.31,Pedreiras,2548,-62851.03745,-8378.381321,-1
101610,São Bento,Porto de Mós,Leiria,4130.01,São Bento,751,-55537.62751,-17537.05036,-1
101613,Serro Ventoso,Porto de Mós,Leiria,3209.77,Serro Ventoso,892,-60765.44074,-13440.5471,-1
101614,Porto de Mós - São João Baptista e São Pedro,Porto de Mós,Leiria,2818.98,Porto de Mós - São João Baptista e São Pedro,6001,-59297.16708,-6891.110944,-1
101615,União das freguesias de Alvados e Alcaria,Porto de Mós,Leiria,3330.61,Alvados e Alcaria,731,-54778.14162,-11598.93912,-1
101616,União das freguesias de Arrimal e Mendiga,Porto de Mós,Leiria,3864,Arrimal e Mendiga,1574,-62522.4088,-18707.64591,-1
110106,Carnota,Alenquer,Lisboa,1808.6,Carnota,1565,-80925.41262,-69456.66598,-2
110107,Meca,Alenquer,Lisboa,1412.49,Meca,1617,-78159.81728,-64071.70464,-2
110108,Olhalvo,Alenquer,Lisboa,829.56,Olhalvo,1806,-80176.37833,-62719.27766,-2
110109,Ota,Alenquer,Lisboa,4631.89,Ota,1195,-72425.87263,-59684.43016,-1
110113,Ventosa,Alenquer,Lisboa,2220.61,Ventosa,2000,-82837.22014,-60194.45642,-2
110114,Vila Verde dos Francos,Alenquer,Lisboa,2813.37,Vila Verde dos Francos,1049,-84908.8842,-56323.31481,-2
110117,União das freguesias de Abrigada e Cabanas de Torres,Alenquer,Lisboa,4615.03,Abrigada e Cabanas de Torres,4157,-77501.51716,-57335.43855,-2
110118,União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha,Alenquer,Lisboa,2795.82,Aldeia Galega da Merceana e Aldeia Gavinha,2911,-85107.48356,-63519.99713,-2
110119,União das freguesias de Alenquer (Santo Estêvão e Triana),Alenquer,Lisboa,5008.1,Alenquer (Santo Estêvão e Triana),12026,-74655.55869,-67029.85515,-1
110120,União das freguesias de Carregado e Cadafais,Alenquer,Lisboa,2451.98,Carregado e Cadafais,14622,-73340.89303,-71467.25669,-1
110121,União das freguesias de Ribafria e Pereiro de Palhacana,Alenquer,Lisboa,1834.47,Ribafria e Pereiro de Palhacana,1494,-83555.30666,-67502.25623,-2
110201,Arranhó,Arruda dos Vinhos,Lisboa,2147.48,Arranhó,2584,-87341.49632,-77685.8417,-2
110202,Arruda dos Vinhos,Arruda dos Vinhos,Lisboa,3437.87,Arruda dos Vinhos,9300,-81153.4196,-74537.51438,-2
110203,Cardosas,Arruda dos Vinhos,Lisboa,601.28,Cardosas,819,-78376.35811,-76645.53277,-2
110204,S. Tiago dos Velhos,Arruda dos Vinhos,Lisboa,1609.31,S. Tiago dos Velhos,1289,-84272.39254,-79371.27019,-2
110301,Alcoentre,Azambuja,Lisboa,4705.33,Alcoentre,3133,-71622.67804,-50537.60493,-1
110302,Aveiras de Baixo,Azambuja,Lisboa,1889.59,Aveiras de Baixo,1431,-61217.1314,-62549.85093,-1
110303,Aveiras de Cima,Azambuja,Lisboa,2615.57,Aveiras de Cima,4669,-67654.87617,-57601.23339,-1
110304,Azambuja,Azambuja,Lisboa,8110.97,Azambuja,8257,-63649.95921,-66189.08627,-1
110306,Vale do Paraíso,Azambuja,Lisboa,673.32,Vale do Paraíso,955,-65462.99998,-60872.61272,-1
110307,Vila Nova da Rainha,Azambuja,Lisboa,2489.68,Vila Nova da Rainha,973,-68182.12399,-69466.25995,-1
110310,União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa,Azambuja,Lisboa,5781.19,Manique do Intendente, V. N. de S. Pedro e Maçussa,2003,-64812.80438,-50905.61574,-1
110401,Alguber,Cadaval,Lisboa,1926.16,Alguber,833,-75364.5984,-43382.91115,-2
110407,Peral,Cadaval,Lisboa,1646.21,Peral,890,-79477.1136,-45163.52485,-2
110409,Vermelha,Cadaval,Lisboa,1198.7,Vermelha,1248,-82949.04168,-43322.87535,-2
110410,Vilar,Cadaval,Lisboa,1692.68,Vilar,1565,-83799.07536,-53048.68139,-2
110411,União das freguesias do Cadaval e Pêro Moniz,Cadaval,Lisboa,3842.63,Cadaval e Pêro Moniz,3697,-85858.71677,-49081.6268,-2
110412,União das freguesias de Lamas e Cercal,Cadaval,Lisboa,5796.11,Lamas e Cercal,3409,-78324.50607,-49801.52594,-2
110413,União das freguesias de Painho e Figueiros,Cadaval,Lisboa,1386.8,Painho e Figueiros,1730,-79228.30163,-41315.71494,-2
110501,Alcabideche,Cascais,Lisboa,3976.74,Alcabideche,44165,-112012.6931,-102035.2766,-2
110506,São Domingos de Rana,Cascais,Lisboa,2036.43,São Domingos de Rana,59238,-104986.1574,-104160.4961,-2
110507,União das freguesias de Carcavelos e Parede,Cascais,Lisboa,810.99,Carcavelos e Parede,46529,-105326.1738,-107578.5024,-2
110508,União das freguesias de Cascais e Estoril,Cascais,Lisboa,2916.01,Cascais e Estoril,64192,-112919.8785,-105438.4241,-2
110601,Ajuda,Lisboa,Lisboa,287.66,Ajuda,14306,-92678.24391,-105604.6704,-2
110602,Alcântara,Lisboa,Lisboa,507.48,Alcântara,13850,-91353.95834,-105906.5492,-2
110607,Beato,Lisboa,Lisboa,248.38,Beato,12183,-84953.15498,-103595.0778,-2
110608,Benfica,Lisboa,Lisboa,802.49,Benfica,35362,-92446.27948,-102768.6544,-2
110610,Campolide,Lisboa,Lisboa,277.43,Campolide,14787,-89924.91162,-103528.93,-2
110611,Carnide,Lisboa,Lisboa,368.91,Carnide,18028,-91574.02506,-99730.4572,-2
110618,Lumiar,Lisboa,Lisboa,657.49,Lumiar,46334,-89548.01664,-99243.35838,-2
110621,Marvila,Lisboa,Lisboa,712.24,Marvila,35479,-85007.95565,-101720.3176,-2
110633,Olivais,Lisboa,Lisboa,808.8,Olivais,32179,-86170.89466,-99143.03532,-2
110639,São Domingos de Benfica,Lisboa,Lisboa,429.43,São Domingos de Benfica,34076,-90697.10676,-101822.2241,-2
110654,Alvalade,Lisboa,Lisboa,534.17,Alvalade,33309,-88090.66181,-101025.7049,-2
110655,Areeiro,Lisboa,Lisboa,171.89,Areeiro,21160,-86978.23667,-102426.6924,-2
110656,Arroios,Lisboa,Lisboa,212.78,Arroios,33302,-87378.81934,-103945.9649,-2
110657,Avenidas Novas,Lisboa,Lisboa,299.45,Avenidas Novas,23261,-88617.81566,-102843.3935,-2
110658,Belém,Lisboa,Lisboa,1042.76,Belém,16546,-93959.16161,-107362.9977,-2
110659,Campo de Ourique,Lisboa,Lisboa,165.14,Campo de Ourique,22140,-89808.84749,-104930.9465,-2
110660,Estrela,Lisboa,Lisboa,460.4,Estrela,20267,-89627.67373,-106573.4236,-2
110661,Misericórdia,Lisboa,Lisboa,219.22,Misericórdia,9658,-88165.5337,-106403.4201,-2
110662,Parque das Nações,Lisboa,Lisboa,543.5,Parque das Nações,22382,-83631.33759,-98751.62263,-2
110663,Penha de França,Lisboa,Lisboa,271.07,Penha de França,28475,-85866.98159,-104098.4318,-2
110664,Santa Clara,Lisboa,Lisboa,335.55,Santa Clara,23645,-88545.17435,-97548.30349,-2
110665,Santa Maria Maior,Lisboa,Lisboa,301.16,Santa Maria Maior,10051,-86920.78756,-106098.8947,-2
110666,Santo António,Lisboa,Lisboa,149.43,Santo António,11060,-88331.64052,-104636.3073,-2
110667,São Vicente,Lisboa,Lisboa,198.58,São Vicente,13956,-85981.86294,-105211.5938,-2
110702,Bucelas,Loures,Lisboa,3396.9,Bucelas,4802,-86017.10765,-83473.39581,-2
110705,Fanhões,Loures,Lisboa,1162.91,Fanhões,2639,-89615.46808,-85830.67043,-2
110707,Loures,Loures,Lisboa,3281.5,Loures,30254,-92443.55939,-91100.94004,-2
110708,Lousa,Loures,Lisboa,1652.21,Lousa,3216,-93459.70046,-85679.64057,-2
110726,União das freguesias de Moscavide e Portela,Loures,Lisboa,165.63,Moscavide e Portela,20922,-84841.49102,-97947.8651,-2
110727,União das freguesias de Sacavém e Prior Velho,Loures,Lisboa,388.55,Sacavém e Prior Velho,24672,-85244.00298,-96740.14267,-2
110728,União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela,Loures,Lisboa,1759.19,Santa Iria de Azoia, São João da Talha e Bobadela,44453,-83485.14408,-92781.85709,-2
110729,União das freguesias de Santo Antão e São Julião do Tojal,Loures,Lisboa,2840.8,Santo Antão e São Julião do Tojal,8605,-87526.51766,-89061.54171,-2
110730,União das freguesias de Santo António dos Cavaleiros e Frielas,Loures,Lisboa,919.71,Santo António dos Cavaleiros e Frielas,28522,-88764.65537,-93996.88495,-2
110731,União das freguesias de Camarate, Unhos e Apelação,Loures,Lisboa,1156.59,Camarate, Unhos e Apelação,33505,-86487.96344,-94845.83778,-2
110803,Moita dos Ferreiros,Lourinhã,Lisboa,2482.58,Moita dos Ferreiros,1671,-93483.72976,-47302.73197,-2
110805,Reguengo Grande,Lourinhã,Lisboa,1559.12,Reguengo Grande,1486,-93477.37864,-41998.30601,-2
